route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
28901 - 28079-14,14182,2939,7652,52317,más de 30 min,28901,28079-14,2
28901 - 28079-15,13505,2758,7818,48818,más de 30 min,28901,28079-15,2
28901 - 28079-16,13194,2450,6987,46310,más de 30 min,28901,28079-16,9
28901 - 28079-18,14952,2842,9040,56740,más de 30 min,28901,28079-18,2
28901 - 28079-19,14019,3270,9195,54679,más de 30 min,28901,28079-19,1
28901 - 28079-20,13124,2897,7597,50068,más de 30 min,28901,28079-20,14
28901 - 28079-21,11718,2680,8867,49173,más de 30 min,28901,28079-21,6
28901 - 28085,6078,1838,NA,17988,más de 30 min,28901,28085,2
28901 - 28086,6150,1104,2160,21263,driving_best_guess,28901,28086,4
28901 - 28088,4994,1546,2640,14801,driving_best_guess,28901,28088,3
28901 - 28092,20073,3821,9583,67543,más de 30 min,28901,28092,1
28901 - 28104,11092,2300,8820,41282,más de 30 min,28901,28104,1
28901 - 28106,21707,3945,8825,71343,más de 30 min,28901,28106,1
28901 - 28108,5851,1112,3480,19736,driving_best_guess,28901,28108,3
28901 - 28115,17278,2826,7080,58610,más de 30 min,28901,28115,1
28901 - 28117,4331,1332,1740,13033,transit,28901,28117,1
28901 - 28123,14529,3242,9309,55766,más de 30 min,28901,28123,1
28901 - 28126,9152,1004,1560,25839,transit,28901,28126,1
28901 - 28127,16745,2983,7260,52947,más de 30 min,28901,28127,1
28901 - 28129,7560,1422,2760,26053,driving_best_guess,28901,28129,8
28901 - 28134,9314,1994,5023,35646,más de 30 min,28901,28134,13
28901 - 28138,4256,599,1327,13838,transit,28901,28138,1
28901 - 28143,9297,2320,NA,27628,más de 30 min,28901,28143,1
28901 - 28144,7566,1663,NA,23868,driving_best_guess,28901,28144,1
28901 - 28148,11913,2842,8700,44853,más de 30 min,28901,28148,2
28901 - 28151,3459,1245,7385,11967,driving_best_guess,28901,28151,2
28901 - 28153,4286,1551,6960,14662,driving_best_guess,28901,28153,4
28901 - 28158,3358,1037,2220,8462,driving_best_guess,28901,28158,1
28901 - 28169,4253,830,1622,14066,transit,28901,28169,2
28901 - 28170,21525,4980,NA,80052,más de 30 min,28901,28170,1
28901 - 28171,23884,5526,NA,83378,más de 30 min,28901,28171,1
28901 - 28901,0,12,0,0,walking,28901,28901,72
28901 - 28902,1464,593,452,4872,bicycling,28901,28902,1
28901 - 28903,11081,2661,9120,36944,más de 30 min,28901,28903,5
28902 - 28005,13300,3744,11373,48066,más de 30 min,28902,28005,6
28902 - 28006,11716,2472,7246,41803,más de 30 min,28902,28006,5
28902 - 28007,20440,3881,11058,66778,más de 30 min,28902,28007,1
28902 - 28009,9431,2576,11253,34553,más de 30 min,28902,28009,1
28902 - 28014,16866,3769,12720,62375,más de 30 min,28902,28014,1
28902 - 28016,6050,2112,NA,14282,más de 30 min,28902,28016,1
28902 - 28020,2962,1038,1620,8402,transit,28902,28020,10
28902 - 28021,2080,750,3033,7424,driving_best_guess,28902,28021,2
28902 - 28027,1334,542,1533,4607,bicycling,28902,28027,9
28902 - 28029,4658,1068,3993,15784,driving_best_guess,28902,28029,1
28902 - 28030,3799,1219,3573,12215,driving_best_guess,28902,28030,3
28902 - 28039,1722,663,513,6076,bicycling,28902,28039,2
28902 - 28041,10154,2725,11733,36851,más de 30 min,28902,28041,1
28902 - 28045,10444,2897,32040,35478,más de 30 min,28902,28045,2
28902 - 28046,13389,3728,13353,45945,más de 30 min,28902,28046,1
28902 - 28047,13345,3948,11733,46778,más de 30 min,28902,28047,1
28902 - 28049,13785,3260,10893,54194,más de 30 min,28902,28049,2
28902 - 28053,10621,2924,12333,39478,más de 30 min,28902,28053,1
28902 - 28064,2420,941,8520,7791,driving_best_guess,28902,28064,1
28902 - 28069,7531,2018,NA,18747,más de 30 min,28902,28069,3
28902 - 28070,4635,1093,5400,13500,driving_best_guess,28902,28070,1
28902 - 28079,15164,3886,8082,54749,más de 30 min,28902,28079,2
28902 - 28079-01,15317,3768,9826,55321,más de 30 min,28902,28079-01,1
28902 - 28079-02,17721,3409,10128,56579,más de 30 min,28902,28079-02,4
28902 - 28079-03,15653,3325,10129,54533,más de 30 min,28902,28079-03,4
28902 - 28079-05,14188,3048,8858,50871,más de 30 min,28902,28079-05,5
28902 - 28079-06,14351,3225,8904,51496,más de 30 min,28902,28079-06,13
28902 - 28079-07,14839,3462,10225,53920,más de 30 min,28902,28079-07,13
28902 - 28079-08,14603,3518,NA,51210,más de 30 min,28902,28079-08,4
28902 - 28079-09,16957,3149,12759,57004,más de 30 min,28902,28079-09,6
28902 - 28079-10,18190,3679,9993,58030,más de 30 min,28902,28079-10,1
28902 - 28079-11,18700,3855,11619,59767,más de 30 min,28902,28079-11,1
28902 - 28079-12,18254,3633,11106,58058,más de 30 min,28902,28079-12,1
28902 - 28079-13,16180,3392,10613,56550,más de 30 min,28902,28079-13,2
28902 - 28079-15,14496,3173,10463,51299,más de 30 min,28902,28079-15,2
28902 - 28079-16,14185,2864,9798,48791,más de 30 min,28902,28079-16,5
28902 - 28079-17,19445,3850,11186,61116,más de 30 min,28902,28079-17,1
28902 - 28079-20,14114,3302,10564,52549,más de 30 min,28902,28079-20,7
28902 - 28079-21,12709,3095,11678,51654,más de 30 min,28902,28079-21,6
28902 - 28086,7172,1515,4773,24825,driving_best_guess,28902,28086,1
28902 - 28088,3688,1166,3633,10284,driving_best_guess,28902,28088,4
28902 - 28092,21095,4229,12548,70024,más de 30 min,28902,28092,2
28902 - 28104,12083,2712,11433,43763,más de 30 min,28902,28104,1
28902 - 28118,9220,2367,NA,21278,más de 30 min,28902,28118,1
28902 - 28127,17767,3397,10713,57424,más de 30 min,28902,28127,5
28902 - 28129,8582,1835,5373,29749,más de 30 min,28902,28129,3
28902 - 28130,13862,3016,12884,50136,más de 30 min,28902,28130,1
28902 - 28134,10305,2407,7636,38127,más de 30 min,28902,28134,5
28902 - 28148,12904,3251,10833,47335,más de 30 min,28902,28148,1
28902 - 28181,21230,3874,11530,70677,más de 30 min,28902,28181,1
28902 - 28901,1601,638,513,4904,bicycling,28902,28901,17
28902 - 28902,0,0,0,0,walking,28902,28902,17
28902 - 28903,12103,3077,11160,40640,más de 30 min,28902,28903,4
28903 - 28002,6804,1741,NA,20269,driving_best_guess,28903,28002,16
28903 - 28004,12528,2831,NA,45433,más de 30 min,28903,28004,1
28903 - 28005,10712,2561,NA,30897,más de 30 min,28903,28005,90
28903 - 28006,2975,962,NA,10431,driving_best_guess,28903,28006,1471
28903 - 28007,8716,1956,NA,29558,más de 30 min,28903,28007,77
28903 - 28009,5715,1670,NA,16318,driving_best_guess,28903,28009,41
28903 - 28010,8863,2334,NA,28641,más de 30 min,28903,28010,1
28903 - 28013,15321,3438,NA,54179,más de 30 min,28903,28013,4
28903 - 28014,11169,2347,NA,37695,más de 30 min,28903,28014,33
28903 - 28015,11055,2428,NA,37861,más de 30 min,28903,28015,6
28903 - 28018,8013,1704,NA,25646,driving_best_guess,28903,28018,1
28903 - 28021,11268,2552,NA,34171,más de 30 min,28903,28021,2
28903 - 28022,8779,2088,NA,28262,más de 30 min,28903,28022,56
28903 - 28023,6996,1569,NA,21721,driving_best_guess,28903,28023,4
28903 - 28026,11879,2351,NA,34171,más de 30 min,28903,28026,3
28903 - 28027,15232,2734,NA,46214,más de 30 min,28903,28027,5
28903 - 28029,8407,2057,NA,25443,más de 30 min,28903,28029,1
28903 - 28032,8571,2359,NA,26245,más de 30 min,28903,28032,3
28903 - 28033,12203,2582,NA,41913,más de 30 min,28903,28033,1
28903 - 28037,22643,4927,NA,73650,más de 30 min,28903,28037,1
28903 - 28038,10509,2186,NA,31891,más de 30 min,28903,28038,1
28903 - 28040,12816,3046,NA,43082,más de 30 min,28903,28040,12
28903 - 28041,5751,1822,NA,16590,más de 30 min,28903,28041,5
28903 - 28042,16720,3027,NA,47590,más de 30 min,28903,28042,1
28903 - 28044,9803,2481,NA,29630,más de 30 min,28903,28044,21
28903 - 28045,3287,963,540,9388,transit,28903,28045,644
28903 - 28046,8536,1920,NA,27791,más de 30 min,28903,28046,1
28903 - 28047,8442,2138,NA,27879,más de 30 min,28903,28047,15
28903 - 28049,6541,1526,NA,25134,driving_best_guess,28903,28049,49
28903 - 28053,6907,2024,NA,20670,más de 30 min,28903,28053,4
28903 - 28054,10718,3590,NA,35533,más de 30 min,28903,28054,3
28903 - 28055,19089,3833,NA,64552,más de 30 min,28903,28055,2
28903 - 28058,9484,2396,NA,32184,más de 30 min,28903,28058,34
28903 - 28059,5319,1857,NA,19433,más de 30 min,28903,28059,17
28903 - 28061,9346,2509,NA,28176,más de 30 min,28903,28061,4
28903 - 28063,14938,3202,NA,44249,más de 30 min,28903,28063,1
28903 - 28064,16319,3059,NA,49399,más de 30 min,28903,28064,3
28903 - 28065,8875,2231,NA,29128,más de 30 min,28903,28065,111
28903 - 28066,11380,2727,NA,39612,más de 30 min,28903,28066,5
28903 - 28067,6855,1609,NA,22382,driving_best_guess,28903,28067,3
28903 - 28070,18533,3213,NA,55111,más de 30 min,28903,28070,1
28903 - 28072,7702,1888,NA,19340,más de 30 min,28903,28072,11
28903 - 28073,10282,2553,NA,34894,más de 30 min,28903,28073,5
28903 - 28074,8263,2110,NA,27447,más de 30 min,28903,28074,48
28903 - 28075,10356,2354,NA,36508,más de 30 min,28903,28075,4
28903 - 28079,6166,1954,NA,17774,más de 30 min,28903,28079,112
28903 - 28079-01,6245,1863,NA,18346,más de 30 min,28903,28079-01,646
28903 - 28079-02,5997,1553,NA,19605,driving_best_guess,28903,28079-02,306
28903 - 28079-03,5335,1630,NA,18191,driving_best_guess,28903,28079-03,249
28903 - 28079-04,4705,1868,NA,16449,más de 30 min,28903,28079-04,554
28903 - 28079-05,3925,1268,NA,13649,driving_best_guess,28903,28079-05,982
28903 - 28079-06,4190,1459,NA,14186,driving_best_guess,28903,28079-06,539
28903 - 28079-07,5600,1595,NA,16610,driving_best_guess,28903,28079-07,560
28903 - 28079-08,2879,1560,NA,10699,driving_best_guess,28903,28079-08,1083
28903 - 28079-09,5233,1216,NA,18518,driving_best_guess,28903,28079-09,456
28903 - 28079-10,6467,1747,NA,20720,driving_best_guess,28903,28079-10,104
28903 - 28079-11,6976,2011,NA,22725,más de 30 min,28903,28079-11,89
28903 - 28079-12,6530,1939,NA,21178,más de 30 min,28903,28079-12,75
28903 - 28079-13,7249,1684,NA,20698,driving_best_guess,28903,28079-13,100
28903 - 28079-14,5946,1649,NA,19562,driving_best_guess,28903,28079-14,35
28903 - 28079-15,4725,1479,NA,16780,driving_best_guess,28903,28079-15,351
28903 - 28079-16,4588,1132,NA,15137,driving_best_guess,28903,28079-16,596
28903 - 28079-17,7721,2208,NA,24235,más de 30 min,28903,28079-17,93
28903 - 28079-18,8087,1649,NA,25028,driving_best_guess,28903,28079-18,89
28903 - 28079-19,7497,2076,NA,23499,más de 30 min,28903,28079-19,35
28903 - 28079-20,5685,1590,NA,18399,driving_best_guess,28903,28079-20,576
28903 - 28079-21,5619,1360,NA,18838,driving_best_guess,28903,28079-21,321
28903 - 28080,8087,1550,NA,21894,driving_best_guess,28903,28080,100
28903 - 28082,6026,1397,NA,19795,driving_best_guess,28903,28082,3
28903 - 28083,9653,2273,NA,29638,más de 30 min,28903,28083,5
28903 - 28084,8436,2168,NA,30415,más de 30 min,28903,28084,11
28903 - 28085,7528,1775,NA,24123,driving_best_guess,28903,28085,2
28903 - 28086,5823,1849,NA,17028,más de 30 min,28903,28086,2
28903 - 28089,10845,2515,NA,37078,más de 30 min,28903,28089,1
28903 - 28090,7391,1623,NA,23682,driving_best_guess,28903,28090,3
28903 - 28091,12867,2718,NA,43421,más de 30 min,28903,28091,1
28903 - 28092,9371,2296,NA,32496,más de 30 min,28903,28092,27
28903 - 28093,9786,NA,NA,29298,más de 30 min,28903,28093,1
28903 - 28096,12169,2515,NA,42962,más de 30 min,28903,28096,6
28903 - 28102,15410,3419,NA,53467,más de 30 min,28903,28102,1
28903 - 28104,6647,1705,NA,23393,driving_best_guess,28903,28104,11
28903 - 28106,11005,2530,NA,36943,más de 30 min,28903,28106,6
28903 - 28107,9270,2643,NA,30924,más de 30 min,28903,28107,3
28903 - 28108,6110,1968,NA,17644,más de 30 min,28903,28108,3
28903 - 28113,10506,2244,NA,34224,más de 30 min,28903,28113,12
28903 - 28114,16327,2943,NA,49942,más de 30 min,28903,28114,2
28903 - 28115,6576,1308,NA,22552,driving_best_guess,28903,28115,261
28903 - 28117,16933,3571,NA,50127,más de 30 min,28903,28117,2
28903 - 28123,8731,2126,NA,29948,más de 30 min,28903,28123,31
28903 - 28127,6043,1463,NA,20382,driving_best_guess,28903,28127,257
28903 - 28128,22815,4612,NA,73781,más de 30 min,28903,28128,1
28903 - 28129,3247,1304,NA,10513,driving_best_guess,28903,28129,30
28903 - 28130,7556,1621,NA,27096,driving_best_guess,28903,28130,52
28903 - 28131,11940,3204,NA,38431,más de 30 min,28903,28131,4
28903 - 28132,11227,2827,NA,37851,más de 30 min,28903,28132,7
28903 - 28133,21454,4074,NA,63881,más de 30 min,28903,28133,1
28903 - 28134,3824,1443,NA,14060,driving_best_guess,28903,28134,377
28903 - 28141,12723,2501,NA,39426,más de 30 min,28903,28141,1
28903 - 28144,5099,1130,NA,17611,driving_best_guess,28903,28144,25
28903 - 28145,7067,2400,NA,25892,más de 30 min,28903,28145,1
28903 - 28148,8622,1949,NA,29683,más de 30 min,28903,28148,109
28903 - 28151,8285,2328,NA,27008,más de 30 min,28903,28151,1
28903 - 28152,7561,1855,NA,22961,más de 30 min,28903,28152,33
28903 - 28154,11120,2466,NA,39829,más de 30 min,28903,28154,1
28903 - 28158,10649,2659,NA,31399,más de 30 min,28903,28158,1
28903 - 28160,10933,2438,NA,36141,más de 30 min,28903,28160,2
28903 - 28161,11790,2339,NA,38722,más de 30 min,28903,28161,12
28903 - 28162,6651,2241,NA,23499,más de 30 min,28903,28162,3
28903 - 28164,6236,2138,NA,23346,más de 30 min,28903,28164,12
28903 - 28165,14727,3071,NA,48658,más de 30 min,28903,28165,2
28903 - 28167,8816,1961,NA,32267,más de 30 min,28903,28167,2
28903 - 28169,7832,1918,NA,23443,más de 30 min,28903,28169,7
28903 - 28176,9367,2271,NA,32699,más de 30 min,28903,28176,12
28903 - 28177,8286,2301,NA,29269,más de 30 min,28903,28177,1
28903 - 28178,13716,2545,NA,42362,más de 30 min,28903,28178,1
28903 - 28180,17569,3187,NA,56029,más de 30 min,28903,28180,2
28903 - 28181,9507,1935,NA,33280,más de 30 min,28903,28181,18
28903 - 28182,16003,3030,NA,48999,más de 30 min,28903,28182,1
28903 - 28902,13644,2948,NA,41688,más de 30 min,28903,28902,6
28903 - 28903,0,6,0,0,walking,28903,28903,5043
45019 - 28002,18181,3728,11542,69583,más de 30 min,45019,28002,2
45019 - 28004,7246,2709,NA,26850,más de 30 min,45019,28004,1
45019 - 28005,18351,4337,10462,69732,más de 30 min,45019,28005,28
45019 - 28006,18550,3704,9202,61734,más de 30 min,45019,28006,21
45019 - 28007,11259,2940,8347,39191,más de 30 min,45019,28007,13
45019 - 28009,19851,4276,12682,72178,más de 30 min,45019,28009,1
45019 - 28013,8265,2492,9082,31634,más de 30 min,45019,28013,3
45019 - 28014,14155,3437,NA,52499,más de 30 min,45019,28014,1
45019 - 28015,9173,2689,NA,32805,más de 30 min,45019,28015,1
45019 - 28022,12821,2825,12531,45928,más de 30 min,45019,28022,7
45019 - 28036,7006,1722,NA,24972,driving_best_guess,45019,28036,1
45019 - 28040,9639,2928,8422,34799,más de 30 min,45019,28040,4
45019 - 28045,21828,4811,42862,73354,más de 30 min,45019,28045,2
45019 - 28049,15306,3431,9142,56663,más de 30 min,45019,28049,3
45019 - 28050,7246,1966,NA,25889,más de 30 min,45019,28050,2
45019 - 28054,18113,5456,NA,64110,más de 30 min,45019,28054,1
45019 - 28058,9791,2588,7119,34516,más de 30 min,45019,28058,10
45019 - 28061,17007,4288,10813,58814,más de 30 min,45019,28061,1
45019 - 28065,10733,2605,5525,39469,más de 30 min,45019,28065,24
45019 - 28066,7658,2179,NA,26560,más de 30 min,45019,28066,4
45019 - 28073,8896,2377,8422,31241,más de 30 min,45019,28073,1
45019 - 28074,10883,2965,7049,38635,más de 30 min,45019,28074,7
45019 - 28079,13751,3545,5542,48270,más de 30 min,45019,28079,3
45019 - 28079-01,13360,3451,7314,47678,más de 30 min,45019,28079-01,14
45019 - 28079-02,12755,2949,7434,46650,más de 30 min,45019,28079-02,13
45019 - 28079-03,14040,3382,7488,49028,más de 30 min,45019,28079-03,16
45019 - 28079-04,13934,3743,8204,49936,más de 30 min,45019,28079-04,17
45019 - 28079-05,14716,3578,8439,52719,más de 30 min,45019,28079-05,14
45019 - 28079-06,15262,3981,8411,52234,más de 30 min,45019,28079-06,12
45019 - 28079-07,14419,3577,7916,49693,más de 30 min,45019,28079-07,10
45019 - 28079-08,16186,3889,NA,59724,más de 30 min,45019,28079-08,14
45019 - 28079-09,14076,3327,11123,49562,más de 30 min,45019,28079-09,16
45019 - 28079-10,13005,3369,6829,45850,más de 30 min,45019,28079-10,4
45019 - 28079-11,12206,2984,7241,43613,más de 30 min,45019,28079-11,2
45019 - 28079-12,12503,2898,6671,45145,más de 30 min,45019,28079-12,8
45019 - 28079-13,13623,3113,8158,48027,más de 30 min,45019,28079-13,4
45019 - 28079-15,15025,3330,8876,53081,más de 30 min,45019,28079-15,12
45019 - 28079-16,15560,3521,8630,55181,más de 30 min,45019,28079-16,14
45019 - 28079-17,11705,2830,7215,41968,más de 30 min,45019,28079-17,5
45019 - 28079-18,13245,2736,8626,50629,más de 30 min,45019,28079-18,3
45019 - 28079-19,14692,3371,9421,54080,más de 30 min,45019,28079-19,1
45019 - 28079-20,15704,3536,8675,52790,más de 30 min,45019,28079-20,23
45019 - 28079-21,16727,3603,9852,56599,más de 30 min,45019,28079-21,7
45019 - 28080,14494,3515,13342,51902,más de 30 min,45019,28080,2
45019 - 28091,12669,3799,NA,49242,más de 30 min,45019,28091,1
45019 - 28092,10538,3082,7908,36291,más de 30 min,45019,28092,6
45019 - 28096,8728,2567,10171,31984,más de 30 min,45019,28096,2
45019 - 28106,8960,2082,5224,33756,más de 30 min,45019,28106,2
45019 - 28113,9372,2446,7822,36481,más de 30 min,45019,28113,4
45019 - 28115,14135,3339,9262,50177,más de 30 min,45019,28115,9
45019 - 28119,12466,3624,NA,45873,más de 30 min,45019,28119,1
45019 - 28123,13990,3190,NA,53705,más de 30 min,45019,28123,2
45019 - 28127,15043,3409,9322,53821,más de 30 min,45019,28127,6
45019 - 28129,22490,4535,11182,76707,más de 30 min,45019,28129,2
45019 - 28134,19920,4172,11170,65733,más de 30 min,45019,28134,4
45019 - 28140,7253,2214,NA,25442,más de 30 min,45019,28140,1
45019 - 28148,16261,3618,9622,62888,más de 30 min,45019,28148,1
45019 - 28149,7917,1775,3862,28601,driving_best_guess,45019,28149,6
45019 - 28150,7774,1867,NA,29073,más de 30 min,45019,28150,3
45019 - 28161,9190,2556,8122,33311,más de 30 min,45019,28161,3
45019 - 28172,19409,4393,12844,70188,más de 30 min,45019,28172,2
45019 - 28181,10814,3074,10139,40116,más de 30 min,45019,28181,1
45019 - 28903,19369,4125,21982,66314,más de 30 min,45019,28903,6
45021 - 28004,6316,2410,NA,23152,más de 30 min,45021,28004,1
45021 - 28005,13230,3621,11100,46813,más de 30 min,45021,28005,17
45021 - 28006,14897,3015,9360,46013,más de 30 min,45021,28006,9
45021 - 28007,7264,2392,8505,26759,más de 30 min,45021,28007,3
45021 - 28009,14729,3552,12840,55404,más de 30 min,45021,28009,1
45021 - 28013,3922,1463,NA,13605,driving_best_guess,45021,28013,15
45021 - 28014,8079,2717,NA,29580,más de 30 min,45021,28014,6
45021 - 28015,6701,2163,NA,23582,más de 30 min,45021,28015,1
45021 - 28022,9354,2277,12689,34787,más de 30 min,45021,28022,1
45021 - 28036,3075,1193,NA,10964,driving_best_guess,45021,28036,1
45021 - 28040,3563,1638,11400,11816,driving_best_guess,45021,28040,6
45021 - 28044,15158,3727,NA,52352,más de 30 min,45021,28044,1
45021 - 28045,18176,4119,28320,58058,más de 30 min,45021,28045,1
45021 - 28047,16311,3561,12360,58844,más de 30 min,45021,28047,1
45021 - 28049,10184,2738,9840,37961,más de 30 min,45021,28049,3
45021 - 28058,5810,2043,7277,21481,más de 30 min,45021,28058,16
45021 - 28065,6309,2098,5683,23449,más de 30 min,45021,28065,17
45021 - 28066,4276,1710,NA,15152,driving_best_guess,45021,28066,4
45021 - 28068,18825,4068,15060,64268,más de 30 min,45021,28068,1
45021 - 28073,4934,1852,9780,18278,más de 30 min,45021,28073,5
45021 - 28074,6869,2421,7207,25598,más de 30 min,45021,28074,7
45021 - 28079,10099,3032,5700,33283,más de 30 min,45021,28079,6
45021 - 28079-01,9671,2961,8015,32696,más de 30 min,45021,28079-01,6
45021 - 28079-02,8956,2445,7592,31435,más de 30 min,45021,28079-02,8
45021 - 28079-03,9647,2697,7646,33184,más de 30 min,45021,28079-03,6
45021 - 28079-04,9969,3115,8362,34370,más de 30 min,45021,28079-04,4
45021 - 28079-05,10751,2900,8597,37460,más de 30 min,45021,28079-05,11
45021 - 28079-06,10790,3309,8569,37300,más de 30 min,45021,28079-06,1
45021 - 28079-07,10767,3082,8074,34972,más de 30 min,45021,28079-07,6
45021 - 28079-08,12533,3389,NA,45835,más de 30 min,45021,28079-08,2
45021 - 28079-09,10424,2825,11281,36670,más de 30 min,45021,28079-09,1
45021 - 28079-10,10070,2870,6987,32813,más de 30 min,45021,28079-10,2
45021 - 28079-11,8192,2478,7399,30576,más de 30 min,45021,28079-11,1
45021 - 28079-12,8076,2390,6800,30003,más de 30 min,45021,28079-12,2
45021 - 28079-13,9058,2426,8316,32183,más de 30 min,45021,28079-13,1
45021 - 28079-15,11778,2639,9034,37237,más de 30 min,45021,28079-15,2
45021 - 28079-17,7014,2322,7373,26488,más de 30 min,45021,28079-17,3
45021 - 28079-18,8123,2066,8784,31133,más de 30 min,45021,28079-18,8
45021 - 28079-20,11096,2856,8833,36946,más de 30 min,45021,28079-20,3
45021 - 28079-21,11605,2919,10010,40755,más de 30 min,45021,28079-21,3
45021 - 28089,5301,1843,NA,19364,más de 30 min,45021,28089,1
45021 - 28091,7111,2966,NA,27519,más de 30 min,45021,28091,1
45021 - 28092,6790,2537,8066,24969,más de 30 min,45021,28092,1
45021 - 28093,24675,NA,NA,69634,más de 30 min,45021,28093,1
45021 - 28106,4298,1573,5382,15689,driving_best_guess,45021,28106,6
45021 - 28113,4250,1436,10800,16130,driving_best_guess,45021,28113,4
45021 - 28115,11776,2828,9420,37302,más de 30 min,45021,28115,3
45021 - 28123,8796,2474,NA,31761,más de 30 min,45021,28123,3
45021 - 28129,18837,3849,11340,61411,más de 30 min,45021,28129,1
45021 - 28130,10074,2556,11153,38605,más de 30 min,45021,28130,1
45021 - 28132,4930,1828,NA,17339,más de 30 min,45021,28132,2
45021 - 28140,4383,1746,NA,15670,driving_best_guess,45021,28140,2
45021 - 28148,11139,2900,9731,42424,más de 30 min,45021,28148,3
45021 - 28149,3493,1255,4020,12715,driving_best_guess,45021,28149,6
45021 - 28150,2847,1358,NA,10762,driving_best_guess,45021,28150,1
45021 - 28161,3423,1294,11100,12055,driving_best_guess,45021,28161,10
45021 - 28181,8153,2526,10297,29691,más de 30 min,45021,28181,1
45025 - 28004,6035,2148,NA,22052,más de 30 min,45025,28004,1
45025 - 28005,16432,3788,9497,62279,más de 30 min,45025,28005,10
45025 - 28006,16210,3159,8237,54193,más de 30 min,45025,28006,5
45025 - 28007,8919,2393,7382,31649,más de 30 min,45025,28007,6
45025 - 28013,7635,2524,8117,28953,más de 30 min,45025,28013,1
45025 - 28014,12235,2883,NA,45046,más de 30 min,45025,28014,1
45025 - 28015,7503,2121,NA,25359,más de 30 min,45025,28015,2
45025 - 28022,11222,2278,11566,38904,más de 30 min,45025,28022,2
45025 - 28036,4667,1152,NA,17431,driving_best_guess,45025,28036,1
45025 - 28038,21318,4553,11237,70127,más de 30 min,45025,28038,1
45025 - 28040,7719,2368,7457,27346,más de 30 min,45025,28040,2
45025 - 28049,13386,2876,8177,49122,más de 30 min,45025,28049,1
45025 - 28058,7451,2044,6154,26975,más de 30 min,45025,28058,14
45025 - 28065,8393,2058,4560,31928,más de 30 min,45025,28065,11
45025 - 28067,23057,4887,14297,78806,más de 30 min,45025,28067,1
45025 - 28073,6556,1811,6137,23700,más de 30 min,45025,28073,4
45025 - 28074,8543,2421,6084,31093,más de 30 min,45025,28074,8
45025 - 28079-01,11021,2921,6349,40136,más de 30 min,45025,28079-01,2
45025 - 28079-02,10415,2405,6469,39109,más de 30 min,45025,28079-02,2
45025 - 28079-03,11701,2841,6523,41486,más de 30 min,45025,28079-03,5
45025 - 28079-04,11595,3221,7239,42395,más de 30 min,45025,28079-04,7
45025 - 28079-05,12376,3048,7474,45178,más de 30 min,45025,28079-05,5
45025 - 28079-06,12923,3453,7446,44693,más de 30 min,45025,28079-06,1
45025 - 28079-07,12080,3042,6951,42152,más de 30 min,45025,28079-07,3
45025 - 28079-08,13846,3347,NA,52183,más de 30 min,45025,28079-08,1
45025 - 28079-09,11737,2785,10158,42021,más de 30 min,45025,28079-09,3
45025 - 28079-10,10665,2831,5864,38308,más de 30 min,45025,28079-10,2
45025 - 28079-11,9866,2438,6276,36072,más de 30 min,45025,28079-11,2
45025 - 28079-12,10163,2352,5677,37604,más de 30 min,45025,28079-12,1
45025 - 28079-15,12685,2784,7911,45539,más de 30 min,45025,28079-15,2
45025 - 28079-16,13220,2980,7665,47640,más de 30 min,45025,28079-16,1
45025 - 28079-18,11326,2188,7661,43087,más de 30 min,45025,28079-18,1
45025 - 28079-19,12772,2823,8456,46539,más de 30 min,45025,28079-19,1
45025 - 28079-20,13365,2995,7710,45249,más de 30 min,45025,28079-20,6
45025 - 28080,12895,2961,11057,44878,más de 30 min,45025,28080,1
45025 - 28092,8198,2537,6943,28750,más de 30 min,45025,28092,1
45025 - 28106,6620,1532,4259,26214,driving_best_guess,45025,28106,3
45025 - 28113,7452,1896,6857,29028,más de 30 min,45025,28113,1
45025 - 28127,13444,2862,8357,46797,más de 30 min,45025,28127,2
45025 - 28130,13276,2721,10030,51616,más de 30 min,45025,28130,1
45025 - 28149,5577,1214,2897,21059,driving_best_guess,45025,28149,3
45025 - 28150,5641,1317,NA,21113,driving_best_guess,45025,28150,1
45025 - 28152,15943,3183,13398,55810,más de 30 min,45025,28152,1
45025 - 28176,11489,3273,10937,41355,más de 30 min,45025,28176,1
45031 - 28004,4653,1634,NA,17104,driving_best_guess,45031,28004,7
45031 - 28005,18005,4255,NA,67783,más de 30 min,45031,28005,16
45031 - 28006,17439,3310,NA,56872,más de 30 min,45031,28006,14
45031 - 28007,9771,2130,NA,32128,más de 30 min,45031,28007,25
45031 - 28009,20700,4138,NA,67556,más de 30 min,45031,28009,1
45031 - 28010,15601,3670,NA,53916,más de 30 min,45031,28010,1
45031 - 28014,14936,3449,NA,52022,más de 30 min,45031,28014,2
45031 - 28015,6855,1671,NA,23814,driving_best_guess,45031,28015,4
45031 - 28022,10457,2058,NA,35971,más de 30 min,45031,28022,2
45031 - 28026,7926,2243,NA,29081,más de 30 min,45031,28026,1
45031 - 28040,9856,3185,NA,36529,más de 30 min,45031,28040,2
45031 - 28044,12749,3424,NA,44013,más de 30 min,45031,28044,1
45031 - 28047,14804,3343,NA,50483,más de 30 min,45031,28047,2
45031 - 28049,14944,3138,NA,52557,más de 30 min,45031,28049,3
45031 - 28058,8476,2223,NA,30274,más de 30 min,45031,28058,12
45031 - 28065,9876,2676,NA,35431,más de 30 min,45031,28065,8
