route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
45031 - 28066,6358,2071,NA,22454,más de 30 min,45031,28066,1
45031 - 28068,16416,3851,NA,55889,más de 30 min,45031,28068,1
45031 - 28073,7581,2202,NA,27135,más de 30 min,45031,28073,8
45031 - 28074,9568,2526,NA,34529,más de 30 min,45031,28074,4
45031 - 28079,13070,3061,NA,43624,más de 30 min,45031,28079,4
45031 - 28079-01,13085,3100,NA,43032,más de 30 min,45031,28079-01,7
45031 - 28079-02,12487,2694,NA,42004,más de 30 min,45031,28079-02,7
45031 - 28079-03,12726,3104,NA,44922,más de 30 min,45031,28079-03,4
45031 - 28079-04,13793,3492,NA,45290,más de 30 min,45031,28079-04,10
45031 - 28079-05,14575,3308,NA,48151,más de 30 min,45031,28079-05,14
45031 - 28079-06,14369,3460,NA,47372,más de 30 min,45031,28079-06,8
45031 - 28079-07,13526,3062,NA,44831,más de 30 min,45031,28079-07,6
45031 - 28079-08,15075,3377,NA,53746,más de 30 min,45031,28079-08,7
45031 - 28079-09,12646,2749,NA,43423,más de 30 min,45031,28079-09,7
45031 - 28079-10,11694,2541,NA,40812,más de 30 min,45031,28079-10,4
45031 - 28079-11,11672,2668,NA,38967,más de 30 min,45031,28079-11,5
45031 - 28079-12,12364,2643,NA,41039,más de 30 min,45031,28079-12,2
45031 - 28079-13,12309,2829,NA,43921,más de 30 min,45031,28079-13,2
45031 - 28079-15,14852,3047,NA,48702,más de 30 min,45031,28079-15,4
45031 - 28079-16,15418,3240,NA,50769,más de 30 min,45031,28079-16,8
45031 - 28079-17,10390,2780,NA,37862,más de 30 min,45031,28079-17,13
45031 - 28079-18,12899,2628,NA,46523,más de 30 min,45031,28079-18,8
45031 - 28079-19,14355,3263,NA,49974,más de 30 min,45031,28079-19,1
45031 - 28079-20,14390,3251,NA,48684,más de 30 min,45031,28079-20,6
45031 - 28079-21,15686,3318,NA,52493,más de 30 min,45031,28079-21,4
45031 - 28080,12130,2745,NA,41401,más de 30 min,45031,28080,5
45031 - 28089,7367,1794,NA,25210,driving_best_guess,45031,28089,1
45031 - 28090,16327,3741,NA,55359,más de 30 min,45031,28090,2
45031 - 28092,8510,1971,NA,28666,más de 30 min,45031,28092,18
45031 - 28096,5102,1348,NA,18649,driving_best_guess,45031,28096,7
45031 - 28106,8173,2342,NA,30189,más de 30 min,45031,28106,1
45031 - 28115,12223,2649,NA,41674,más de 30 min,45031,28115,5
45031 - 28123,13643,3201,NA,50769,más de 30 min,45031,28123,1
45031 - 28127,12081,2645,NA,43320,más de 30 min,45031,28127,3
45031 - 28130,14849,3212,NA,56133,más de 30 min,45031,28130,2
45031 - 28133,12266,3523,NA,39426,más de 30 min,45031,28133,1
45031 - 28148,15915,3595,NA,59952,más de 30 min,45031,28148,3
45031 - 28149,7129,2033,NA,25014,más de 30 min,45031,28149,3
45031 - 28161,9012,2667,NA,32602,más de 30 min,45031,28161,4
45031 - 28176,8850,2503,NA,32993,más de 30 min,45031,28176,1
45031 - 28181,8450,2078,NA,30158,más de 30 min,45031,28181,3
45031 - 28903,18259,3532,NA,61255,más de 30 min,45031,28903,5
45038 - 28002,12640,2931,NA,48797,más de 30 min,45038,28002,1
45038 - 28004,2516,1288,NA,8765,driving_best_guess,45038,28004,4
45038 - 28005,12810,3544,NA,49933,más de 30 min,45038,28005,42
45038 - 28006,12242,2723,NA,39893,más de 30 min,45038,28006,20
45038 - 28007,5354,1626,NA,17350,driving_best_guess,45038,28007,23
45038 - 28008,6345,2547,NA,24625,más de 30 min,45038,28008,1
45038 - 28013,6794,2612,NA,26288,más de 30 min,45038,28013,6
45038 - 28014,9741,2639,NA,34365,más de 30 min,45038,28014,5
45038 - 28015,3473,1311,NA,10723,driving_best_guess,45038,28015,11
45038 - 28017,1071,916,NA,3942,bicycling,45038,28017,2
45038 - 28022,7192,1550,NA,24469,driving_best_guess,45038,28022,3
45038 - 28040,4661,2372,NA,18872,más de 30 min,45038,28040,2
45038 - 28041,13968,3295,NA,50610,más de 30 min,45038,28041,1
45038 - 28047,13413,2835,NA,44991,más de 30 min,45038,28047,3
45038 - 28049,9951,2436,NA,34822,más de 30 min,45038,28049,2
45038 - 28058,3483,1403,NA,12675,driving_best_guess,45038,28058,54
45038 - 28061,11991,3021,NA,40057,más de 30 min,45038,28061,2
45038 - 28065,4750,1868,NA,17696,más de 30 min,45038,28065,31
45038 - 28066,1349,591,NA,4719,bicycling,45038,28066,16
45038 - 28073,2587,1117,NA,9400,driving_best_guess,45038,28073,23
45038 - 28074,4575,1685,NA,16794,driving_best_guess,45038,28074,19
45038 - 28079,7443,2668,NA,26429,más de 30 min,45038,28079,7
45038 - 28079-01,7052,2529,NA,25837,más de 30 min,45038,28079-01,10
45038 - 28079-02,6447,1991,NA,24809,más de 30 min,45038,28079-02,12
45038 - 28079-03,7732,2409,NA,27187,más de 30 min,45038,28079-03,17
45038 - 28079-04,7626,2834,NA,28095,más de 30 min,45038,28079-04,15
45038 - 28079-05,8408,2610,NA,30878,más de 30 min,45038,28079-05,18
45038 - 28079-06,8954,3011,NA,30393,más de 30 min,45038,28079-06,16
45038 - 28079-07,8111,2686,NA,27852,más de 30 min,45038,28079-07,10
45038 - 28079-08,9877,2939,NA,37883,más de 30 min,45038,28079-08,12
45038 - 28079-09,7768,2319,NA,27721,más de 30 min,45038,28079-09,8
45038 - 28079-10,6696,2087,NA,24009,más de 30 min,45038,28079-10,5
45038 - 28079-11,5897,1970,NA,21772,más de 30 min,45038,28079-11,7
45038 - 28079-12,6195,1944,NA,23304,más de 30 min,45038,28079-12,6
45038 - 28079-13,7315,2129,NA,26186,más de 30 min,45038,28079-13,5
45038 - 28079-14,7796,2254,NA,27618,más de 30 min,45038,28079-14,3
45038 - 28079-15,8716,2347,NA,31240,más de 30 min,45038,28079-15,5
45038 - 28079-16,9251,2541,NA,33340,más de 30 min,45038,28079-16,6
45038 - 28079-17,5396,2121,NA,20127,más de 30 min,45038,28079-17,9
45038 - 28079-18,7704,1927,NA,28788,más de 30 min,45038,28079-18,8
45038 - 28079-19,9362,2562,NA,32239,más de 30 min,45038,28079-19,2
45038 - 28079-20,9396,2560,NA,30949,más de 30 min,45038,28079-20,5
45038 - 28079-21,10692,2618,NA,34758,más de 30 min,45038,28079-21,9
45038 - 28080,8865,2237,NA,30443,más de 30 min,45038,28080,3
45038 - 28089,2557,945,NA,8693,driving_best_guess,45038,28089,6
45038 - 28092,4168,1693,NA,14315,driving_best_guess,45038,28092,7
45038 - 28096,3785,1564,NA,13391,driving_best_guess,45038,28096,7
45038 - 28106,2978,1370,NA,12532,driving_best_guess,45038,28106,7
45038 - 28113,3830,1745,NA,15888,driving_best_guess,45038,28113,7
45038 - 28115,8030,2206,NA,28201,más de 30 min,45038,28115,8
45038 - 28119,7545,2454,NA,27062,más de 30 min,45038,28119,1
45038 - 28127,9414,2139,NA,32362,más de 30 min,45038,28127,7
45038 - 28130,9654,2478,NA,38284,más de 30 min,45038,28130,6
45038 - 28134,13611,3187,NA,43892,más de 30 min,45038,28134,6
45038 - 28140,974,619,3422,3422,bicycling,45038,28140,16
45038 - 28148,10720,2823,NA,42102,más de 30 min,45038,28148,3
45038 - 28149,1934,949,NA,7357,driving_best_guess,45038,28149,7
45038 - 28152,11913,2459,NA,41376,más de 30 min,45038,28152,1
45038 - 28160,9879,2943,NA,34066,más de 30 min,45038,28160,1
45038 - 28161,3818,1868,NA,14945,más de 30 min,45038,28161,7
45038 - 28179,14540,3791,NA,50779,más de 30 min,45038,28179,1
45038 - 28181,5185,1796,NA,18922,driving_best_guess,45038,28181,2
45038 - 28903,13061,3094,NA,44473,más de 30 min,45038,28903,2
45041 - 28002,17097,3488,NA,56421,más de 30 min,45041,28002,1
45041 - 28004,1404,1084,NA,4956,bicycling,45041,28004,12
45041 - 28005,15703,4077,NA,57557,más de 30 min,45041,28005,32
45041 - 28006,14190,3133,NA,46249,más de 30 min,45041,28006,22
45041 - 28007,6522,1953,NA,21600,más de 30 min,45041,28007,38
45041 - 28008,4283,1946,NA,17297,más de 30 min,45041,28008,1
45041 - 28013,9402,3019,NA,35598,más de 30 min,45041,28013,7
45041 - 28014,12634,3268,NA,43931,más de 30 min,45041,28014,11
45041 - 28015,4262,1496,NA,13286,driving_best_guess,45041,28015,21
45041 - 28021,24857,4983,NA,81756,más de 30 min,45041,28021,1
45041 - 28022,7208,1881,NA,24843,más de 30 min,45041,28022,4
45041 - 28024,30852,5561,NA,97079,más de 30 min,45041,28024,1
45041 - 28032,17074,3880,NA,61862,más de 30 min,45041,28032,1
45041 - 28036,3938,1681,NA,13824,driving_best_guess,45041,28036,3
45041 - 28040,7553,2887,NA,28438,más de 30 min,45041,28040,4
45041 - 28044,10506,3248,NA,35386,más de 30 min,45041,28044,1
45041 - 28045,17469,4037,NA,56782,más de 30 min,45041,28045,1
45041 - 28047,12561,3166,NA,41856,más de 30 min,45041,28047,4
45041 - 28049,13259,2960,NA,42446,más de 30 min,45041,28049,5
45041 - 28050,4178,1935,NA,14178,más de 30 min,45041,28050,1
45041 - 28053,17611,3801,NA,58086,más de 30 min,45041,28053,2
45041 - 28054,12244,4220,NA,42217,más de 30 min,45041,28054,1
45041 - 28058,5760,2045,NA,19746,más de 30 min,45041,28058,17
45041 - 28065,7574,2500,NA,25332,más de 30 min,45041,28065,7
45041 - 28066,4056,1667,NA,13284,driving_best_guess,45041,28066,4
45041 - 28067,21037,4678,NA,67260,más de 30 min,45041,28067,1
45041 - 28068,14173,3674,NA,47483,más de 30 min,45041,28068,1
45041 - 28073,5279,2033,NA,17740,más de 30 min,45041,28073,12
45041 - 28074,7319,2350,NA,24418,más de 30 min,45041,28074,20
45041 - 28079,9821,2892,NA,33290,más de 30 min,45041,28079,3
45041 - 28079-01,9835,2932,NA,32504,más de 30 min,45041,28079-01,27
45041 - 28079-02,9238,2519,NA,31476,más de 30 min,45041,28079-02,9
45041 - 28079-03,10794,2929,NA,34527,más de 30 min,45041,28079-03,18
45041 - 28079-04,10543,3317,NA,34762,más de 30 min,45041,28079-04,22
45041 - 28079-05,11326,3135,NA,37528,más de 30 min,45041,28079-05,19
45041 - 28079-06,11120,3286,NA,36749,más de 30 min,45041,28079-06,11
45041 - 28079-07,10277,2892,NA,34208,más de 30 min,45041,28079-07,13
45041 - 28079-08,11826,3200,NA,43123,más de 30 min,45041,28079-08,6
45041 - 28079-09,9397,2571,NA,32800,más de 30 min,45041,28079-09,14
45041 - 28079-10,8445,2361,NA,30189,más de 30 min,45041,28079-10,12
45041 - 28079-11,8423,2483,NA,28439,más de 30 min,45041,28079-11,7
45041 - 28079-12,9115,2465,NA,30928,más de 30 min,45041,28079-12,2
45041 - 28079-13,10489,2654,NA,33810,más de 30 min,45041,28079-13,7
45041 - 28079-15,11603,2871,NA,38174,más de 30 min,45041,28079-15,7
45041 - 28079-16,12169,3064,NA,40146,más de 30 min,45041,28079-16,7
45041 - 28079-17,8088,2604,NA,27751,más de 30 min,45041,28079-17,14
45041 - 28079-18,10596,2450,NA,36411,más de 30 min,45041,28079-18,6
45041 - 28079-20,12704,3080,NA,38573,más de 30 min,45041,28079-20,17
45041 - 28079-21,14001,3141,NA,42172,más de 30 min,45041,28079-21,7
45041 - 28080,8881,2568,NA,30817,más de 30 min,45041,28080,1
45041 - 28083,17593,4007,NA,63940,más de 30 min,45041,28083,1
45041 - 28089,4337,1625,NA,14682,driving_best_guess,45041,28089,3
45041 - 28090,14084,3569,NA,46732,más de 30 min,45041,28090,1
45041 - 28092,5261,1794,NA,18138,driving_best_guess,45041,28092,34
45041 - 28096,2859,1172,NA,10091,driving_best_guess,45041,28096,19
45041 - 28106,5870,2041,NA,22097,más de 30 min,45041,28106,1
45041 - 28113,6723,2400,NA,25454,más de 30 min,45041,28113,3
45041 - 28115,8974,2472,NA,30546,más de 30 min,45041,28115,14
45041 - 28119,6597,2247,NA,23926,más de 30 min,45041,28119,1
45041 - 28123,11341,3021,NA,40767,más de 30 min,45041,28123,1
45041 - 28127,9430,2468,NA,32736,más de 30 min,45041,28127,9
45041 - 28130,12547,3034,NA,45907,más de 30 min,45041,28130,1
45041 - 28131,12644,4022,NA,41752,más de 30 min,45041,28131,1
45041 - 28141,4393,1572,NA,15595,driving_best_guess,45041,28141,1
45041 - 28161,6710,2490,NA,24511,más de 30 min,45041,28161,3
45041 - 28176,6607,2329,NA,24366,más de 30 min,45041,28176,3
45041 - 28181,5201,1901,NA,19030,más de 30 min,45041,28181,8
45041 - 28901,27348,4912,NA,84653,más de 30 min,45041,28901,1
45041 - 28903,15010,3357,NA,50632,más de 30 min,45041,28903,4
45047 - 28004,3317,1599,NA,12464,driving_best_guess,45047,28004,5
45047 - 28005,13763,3673,NA,53763,más de 30 min,45047,28005,20
45047 - 28006,13492,3007,NA,44605,más de 30 min,45047,28006,8
45047 - 28007,6201,1973,NA,22062,más de 30 min,45047,28007,19
45047 - 28013,6852,2367,NA,26771,más de 30 min,45047,28013,3
45047 - 28014,10694,2768,NA,38003,más de 30 min,45047,28014,5
45047 - 28015,4785,1581,NA,15771,driving_best_guess,45047,28015,8
45047 - 28022,8504,1858,NA,29316,más de 30 min,45047,28022,2
45047 - 28024,30154,5435,NA,97620,más de 30 min,45047,28024,1
45047 - 28032,15134,3477,NA,58069,más de 30 min,45047,28032,5
45047 - 28036,1949,1035,NA,7843,driving_best_guess,45047,28036,2
45047 - 28038,18600,4140,NA,60539,más de 30 min,45047,28038,1
45047 - 28043,10565,3272,NA,37626,más de 30 min,45047,28043,2
45047 - 28047,14725,3142,NA,49257,más de 30 min,45047,28047,1
45047 - 28050,2188,1365,NA,8760,driving_best_guess,45047,28050,4
45047 - 28058,4733,1915,NA,17387,más de 30 min,45047,28058,23
45047 - 28065,5675,1944,NA,22340,más de 30 min,45047,28065,20
45047 - 28066,2600,1101,NA,9431,driving_best_guess,45047,28066,5
45047 - 28073,3838,1625,NA,14112,driving_best_guess,45047,28073,19
45047 - 28074,5825,2192,NA,21506,más de 30 min,45047,28074,11
45047 - 28079,8694,2875,NA,31140,más de 30 min,45047,28079,5
45047 - 28079-01,8303,2809,NA,30549,más de 30 min,45047,28079-01,9
45047 - 28079-02,7697,2286,NA,29521,más de 30 min,45047,28079-02,13
45047 - 28079-03,8983,2689,NA,31899,más de 30 min,45047,28079-03,6
45047 - 28079-04,8877,3114,NA,32807,más de 30 min,45047,28079-04,11
45047 - 28079-05,9658,2900,NA,35590,más de 30 min,45047,28079-05,11
45047 - 28079-06,10205,3301,NA,35105,más de 30 min,45047,28079-06,9
45047 - 28079-07,9362,2943,NA,32564,más de 30 min,45047,28079-07,6
45047 - 28079-08,11128,3233,NA,42595,más de 30 min,45047,28079-08,4
45047 - 28079-09,9019,2594,NA,32433,más de 30 min,45047,28079-09,4
45047 - 28079-10,7947,2419,NA,28721,más de 30 min,45047,28079-10,5
45047 - 28079-11,7148,2259,NA,26484,más de 30 min,45047,28079-11,5
45047 - 28079-12,7445,2238,NA,28016,más de 30 min,45047,28079-12,1
45047 - 28079-13,8566,2418,NA,30898,más de 30 min,45047,28079-13,3
45047 - 28079-14,9047,2542,NA,32329,más de 30 min,45047,28079-14,1
45047 - 28079-15,9967,2632,NA,35952,más de 30 min,45047,28079-15,4
45047 - 28079-16,10502,2830,NA,38052,más de 30 min,45047,28079-16,8
45047 - 28079-17,6647,2168,NA,24839,más de 30 min,45047,28079-17,9
45047 - 28079-18,8657,2074,NA,33499,más de 30 min,45047,28079-18,5
45047 - 28079-20,10647,2845,NA,35661,más de 30 min,45047,28079-20,18
45047 - 28079-21,11943,2907,NA,39470,más de 30 min,45047,28079-21,2
45047 - 28080,10177,2544,NA,35290,más de 30 min,45047,28080,1
45047 - 28084,10618,2803,NA,41439,más de 30 min,45047,28084,1
45047 - 28089,3736,1258,NA,13540,driving_best_guess,45047,28089,5
45047 - 28092,5480,2113,NA,19162,más de 30 min,45047,28092,4
45047 - 28096,4848,1663,NA,17492,driving_best_guess,45047,28096,1
45047 - 28104,13025,3155,NA,50607,más de 30 min,45047,28104,1
45047 - 28106,3903,1413,NA,16626,driving_best_guess,45047,28106,12
45047 - 28113,4783,1782,NA,19526,driving_best_guess,45047,28113,9
45047 - 28115,9077,2494,NA,33048,más de 30 min,45047,28115,5
45047 - 28123,9401,2524,NA,36749,más de 30 min,45047,28123,1
45047 - 28127,10726,2445,NA,37209,más de 30 min,45047,28127,2
45047 - 28130,10607,2606,NA,42114,más de 30 min,45047,28130,1
45047 - 28132,6688,2223,NA,25470,más de 30 min,45047,28132,1
45047 - 28134,14862,3475,NA,48604,más de 30 min,45047,28134,2
45047 - 28140,2196,1129,NA,8313,driving_best_guess,45047,28140,3
45047 - 28148,11673,2950,NA,45933,más de 30 min,45047,28148,2
45047 - 28149,2859,1096,NA,11471,driving_best_guess,45047,28149,4
45047 - 28150,2923,1200,NA,11825,driving_best_guess,45047,28150,3
45047 - 28159,14974,4282,NA,49898,más de 30 min,45047,28159,1
45047 - 28161,4770,1875,NA,18583,más de 30 min,45047,28161,5
45047 - 28164,18372,4061,NA,61772,más de 30 min,45047,28164,1
45047 - 28180,12940,3648,NA,46800,más de 30 min,45047,28180,1
45047 - 28181,6497,2107,NA,23768,más de 30 min,45047,28181,2
45050 - 28005,14719,3805,NA,53023,más de 30 min,45050,28005,8
45050 - 28006,16841,3166,NA,58350,más de 30 min,45050,28006,5
45050 - 28009,17278,3737,NA,63516,más de 30 min,45050,28009,3
45050 - 28013,1978,748,NA,8191,driving_best_guess,45050,28013,11
45050 - 28015,11743,2846,NA,42611,más de 30 min,45050,28015,1
45050 - 28045,20911,4270,NA,70436,más de 30 min,45050,28045,1
45050 - 28058,10291,2386,NA,39554,más de 30 min,45050,28058,1
45050 - 28065,10343,2408,NA,37664,más de 30 min,45050,28065,5
45050 - 28079-01,12406,3046,NA,45285,más de 30 min,45050,28079-01,2
45050 - 28079-02,11692,2530,NA,44034,más de 30 min,45050,28079-02,3
45050 - 28079-03,12382,2848,NA,45520,más de 30 min,45050,28079-03,2
45050 - 28079-04,12705,3264,NA,46748,más de 30 min,45050,28079-04,1
45050 - 28079-05,13487,3055,NA,49838,más de 30 min,45050,28079-05,2
45050 - 28079-06,13525,3460,NA,49771,más de 30 min,45050,28079-06,1
45050 - 28079-08,15269,3473,NA,58435,más de 30 min,45050,28079-08,1
45050 - 28079-09,13159,2910,NA,49270,más de 30 min,45050,28079-09,3
45050 - 28079-10,12806,3012,NA,46675,más de 30 min,45050,28079-10,1
45050 - 28079-13,11794,2574,NA,43740,más de 30 min,45050,28079-13,5
45050 - 28079-16,14777,2990,NA,51851,más de 30 min,45050,28079-16,1
45050 - 28079-17,10753,2674,NA,39719,más de 30 min,45050,28079-17,1
45050 - 28079-20,13084,3004,NA,47749,más de 30 min,45050,28079-20,1
45050 - 28079-21,14154,3067,NA,51205,más de 30 min,45050,28079-21,1
45050 - 28080,16023,3236,NA,58272,más de 30 min,45050,28080,1
45050 - 28092,11832,2878,NA,43043,más de 30 min,45050,28092,3
45050 - 28096,12836,3122,NA,45867,más de 30 min,45050,28096,1
45050 - 28106,9297,2240,NA,33284,más de 30 min,45050,28106,1
45050 - 28113,7933,1675,NA,29521,driving_best_guess,45050,28113,2
45050 - 28121,26615,4591,NA,86652,más de 30 min,45050,28121,1
45050 - 28132,6325,1858,NA,24639,más de 30 min,45050,28132,1
45050 - 28161,6806,1441,NA,25423,driving_best_guess,45050,28161,1
45056 - 28004,3590,1732,NA,12879,driving_best_guess,45056,28004,1
45056 - 28005,16723,4053,NA,62969,más de 30 min,45056,28005,25
45056 - 28006,16203,3418,NA,52059,más de 30 min,45056,28006,19
45056 - 28007,8535,2230,NA,27314,más de 30 min,45056,28007,17
45056 - 28013,10069,2765,NA,37464,más de 30 min,45056,28013,3
45056 - 28015,5573,1771,NA,19000,driving_best_guess,45056,28015,7
45056 - 28022,9221,2158,NA,32123,más de 30 min,45056,28022,4
45056 - 28040,8574,2641,NA,31716,más de 30 min,45056,28040,4
45056 - 28047,14774,3444,NA,49778,más de 30 min,45056,28047,2
45056 - 28049,13662,3132,NA,47744,más de 30 min,45056,28049,4
45056 - 28053,17118,3768,NA,63498,más de 30 min,45056,28053,1
45056 - 28058,7194,2300,NA,25460,más de 30 min,45056,28058,15
45056 - 28061,13352,3624,NA,44844,más de 30 min,45056,28061,1
45056 - 28065,8594,2316,NA,30617,más de 30 min,45056,28065,9
45056 - 28074,8287,2625,NA,29715,más de 30 min,45056,28074,13
45056 - 28075,15386,3363,NA,54704,más de 30 min,45056,28075,1
45056 - 28079,11155,3163,NA,38810,más de 30 min,45056,28079,3
45056 - 28079-01,10764,3176,NA,38218,más de 30 min,45056,28079-01,4
45056 - 28079-02,10158,2661,NA,37191,más de 30 min,45056,28079-02,7
45056 - 28079-03,11444,3100,NA,40108,más de 30 min,45056,28079-03,12
45056 - 28079-04,11338,3459,NA,40477,más de 30 min,45056,28079-04,12
45056 - 28079-05,12119,3306,NA,43337,más de 30 min,45056,28079-05,13
45056 - 28079-06,13133,3557,NA,42558,más de 30 min,45056,28079-06,8
45056 - 28079-07,12290,3162,NA,40018,más de 30 min,45056,28079-07,6
45056 - 28079-08,13839,3478,NA,48933,más de 30 min,45056,28079-08,6
45056 - 28079-09,11410,2849,NA,38609,más de 30 min,45056,28079-09,5
45056 - 28079-10,10458,2641,NA,35998,más de 30 min,45056,28079-10,3
45056 - 28079-11,10436,2693,NA,34153,más de 30 min,45056,28079-11,1
45056 - 28079-12,9906,2608,NA,36226,más de 30 min,45056,28079-12,3
45056 - 28079-13,11027,2826,NA,39108,más de 30 min,45056,28079-13,6
45056 - 28079-15,12428,3043,NA,43888,más de 30 min,45056,28079-15,7
