route,origin_ine_code,destination_ine_code,workers_count
28032 - 28086,28032,28086,1
28032 - 28089,28032,28089,1
28032 - 28092,28032,28092,7
28032 - 28096,28032,28096,1
28032 - 28100,28032,28100,1
28032 - 28104,28032,28104,8
28032 - 28115,28032,28115,20
28032 - 28123,28032,28123,11
28032 - 28127,28032,28127,9
28032 - 28129,28032,28129,1
28032 - 28130,28032,28130,37
28032 - 28132,28032,28132,1
28032 - 28134,28032,28134,34
28032 - 28137,28032,28137,2
28032 - 28144,28032,28144,2
28032 - 28145,28032,28145,2
28032 - 28148,28032,28148,72
28032 - 28154,28032,28154,4
28032 - 28156,28032,28156,6
28032 - 28161,28032,28161,4
28032 - 28162,28032,28162,3
28032 - 28167,28032,28167,6
28032 - 28170,28032,28170,1
28032 - 28172,28032,28172,12
28032 - 28177,28032,28177,2
28032 - 28903,28032,28903,25
28033 - 28002,28033,28002,1
28033 - 28005,28033,28005,60
28033 - 28006,28033,28006,21
28033 - 28007,28033,28007,7
28033 - 28009,28033,28009,2
28033 - 28014,28033,28014,342
28033 - 28019,28033,28019,1
28033 - 28022,28033,28022,1
28033 - 28025,28033,28025,1
28033 - 28026,28033,28026,1
28033 - 28031,28033,28031,1
28033 - 28032,28033,28032,1
28033 - 28033,28033,28033,367
28033 - 28035,28033,28035,2
28033 - 28043,28033,28043,2
28033 - 28044,28033,28044,1
28033 - 28049,28033,28049,38
28033 - 28052,28033,28052,1
28033 - 28053,28033,28053,1
28033 - 28055,28033,28055,2
28033 - 28058,28033,28058,9
28033 - 28059,28033,28059,1
28033 - 28065,28033,28065,16
28033 - 28066,28033,28066,1
28033 - 28073,28033,28073,2
28033 - 28074,28033,28074,16
28033 - 28075,28033,28075,34
28033 - 28079,28033,28079,31
28033 - 28079-01,28033,28079-01,42
28033 - 28079-02,28033,28079-02,27
28033 - 28079-03,28033,28079-03,46
28033 - 28079-04,28033,28079-04,66
28033 - 28079-05,28033,28079-05,58
28033 - 28079-06,28033,28079-06,40
28033 - 28079-07,28033,28079-07,36
28033 - 28079-08,28033,28079-08,28
28033 - 28079-09,28033,28079-09,13
28033 - 28079-10,28033,28079-10,4
28033 - 28079-11,28033,28079-11,13
28033 - 28079-12,28033,28079-12,5
28033 - 28079-13,28033,28079-13,20
28033 - 28079-14,28033,28079-14,6
28033 - 28079-15,28033,28079-15,29
28033 - 28079-16,28033,28079-16,35
28033 - 28079-17,28033,28079-17,16
28033 - 28079-18,28033,28079-18,33
28033 - 28079-19,28033,28079-19,7
28033 - 28079-20,28033,28079-20,44
28033 - 28079-21,28033,28079-21,52
28033 - 28080,28033,28080,4
28033 - 28083,28033,28083,4
28033 - 28084,28033,28084,18
28033 - 28091,28033,28091,21
28033 - 28096,28033,28096,1
28033 - 28099,28033,28099,1
28033 - 28100,28033,28100,14
28033 - 28102,28033,28102,1
28033 - 28104,28033,28104,1
28033 - 28106,28033,28106,6
28033 - 28110,28033,28110,3
28033 - 28113,28033,28113,8
28033 - 28115,28033,28115,14
28033 - 28116,28033,28116,4
28033 - 28123,28033,28123,78
28033 - 28127,28033,28127,12
28033 - 28128,28033,28128,1
28033 - 28130,28033,28130,14
28033 - 28132,28033,28132,4
28033 - 28134,28033,28134,8
28033 - 28140,28033,28140,1
28033 - 28144,28033,28144,1
28033 - 28146,28033,28146,3
28033 - 28148,28033,28148,47
28033 - 28154,28033,28154,20
28033 - 28156,28033,28156,1
28033 - 28157,28033,28157,1
28033 - 28161,28033,28161,5
28033 - 28165,28033,28165,18
28033 - 28167,28033,28167,7
28033 - 28172,28033,28172,4
28033 - 28177,28033,28177,1
28033 - 28180,28033,28180,9
28033 - 28181,28033,28181,2
28033 - 28183,28033,28183,1
28033 - 28903,28033,28903,6
28034 - 28006,28034,28006,4
28034 - 28007,28034,28007,2
28034 - 28009,28034,28009,1
28034 - 28022,28034,28022,2
28034 - 28027,28034,28027,6
28034 - 28030,28034,28030,1
28034 - 28034,28034,28034,27
28034 - 28049,28034,28049,1
28034 - 28063,28034,28063,2
28034 - 28065,28034,28065,1
28034 - 28076,28034,28076,1
28034 - 28079,28034,28079,1
28034 - 28079-01,28034,28079-01,3
28034 - 28079-02,28034,28079-02,14
28034 - 28079-03,28034,28079-03,2
28034 - 28079-04,28034,28079-04,4
28034 - 28079-05,28034,28079-05,1
28034 - 28079-06,28034,28079-06,5
28034 - 28079-07,28034,28079-07,5
28034 - 28079-09,28034,28079-09,1
28034 - 28079-10,28034,28079-10,3
28034 - 28079-11,28034,28079-11,2
28034 - 28079-14,28034,28079-14,1
28034 - 28079-15,28034,28079-15,2
28034 - 28079-16,28034,28079-16,1
28034 - 28079-17,28034,28079-17,1
28034 - 28079-18,28034,28079-18,2
28034 - 28079-20,28034,28079-20,3
28034 - 28079-21,28034,28079-21,3
28034 - 28080,28034,28080,1
28034 - 28086,28034,28086,1
28034 - 28115,28034,28115,1
28034 - 28120,28034,28120,1
28034 - 28129,28034,28129,5
28034 - 28130,28034,28130,1
28034 - 28131,28034,28131,1
28034 - 28134,28034,28134,2
28034 - 28148,28034,28148,1
28034 - 28152,28034,28152,2
28034 - 28901,28034,28901,1
28034 - 28903,28034,28903,1
28035 - 28005,28035,28005,23
28035 - 28006,28035,28006,7
28035 - 28007,28035,28007,1
28035 - 28009,28035,28009,1
28035 - 28013,28035,28013,2
28035 - 28014,28035,28014,68
28035 - 28019,28035,28019,10
28035 - 28022,28035,28022,2
28035 - 28025,28035,28025,8
28035 - 28026,28035,28026,1
28035 - 28033,28035,28033,9
28035 - 28035,28035,28035,61
28035 - 28040,28035,28040,3
28035 - 28046,28035,28046,1
28035 - 28049,28035,28049,13
28035 - 28053,28035,28053,2
28035 - 28055,28035,28055,2
28035 - 28065,28035,28065,10
28035 - 28073,28035,28073,2
28035 - 28074,28035,28074,3
28035 - 28075,28035,28075,5
28035 - 28079,28035,28079,8
28035 - 28079-01,28035,28079-01,15
28035 - 28079-02,28035,28079-02,10
28035 - 28079-03,28035,28079-03,18
28035 - 28079-04,28035,28079-04,12
28035 - 28079-05,28035,28079-05,11
28035 - 28079-06,28035,28079-06,10
28035 - 28079-07,28035,28079-07,11
28035 - 28079-08,28035,28079-08,10
28035 - 28079-09,28035,28079-09,8
28035 - 28079-10,28035,28079-10,3
28035 - 28079-11,28035,28079-11,17
28035 - 28079-12,28035,28079-12,4
28035 - 28079-13,28035,28079-13,7
28035 - 28079-14,28035,28079-14,3
28035 - 28079-15,28035,28079-15,12
28035 - 28079-16,28035,28079-16,9
28035 - 28079-17,28035,28079-17,8
28035 - 28079-18,28035,28079-18,10
28035 - 28079-19,28035,28079-19,2
28035 - 28079-20,28035,28079-20,16
28035 - 28079-21,28035,28079-21,7
28035 - 28083,28035,28083,1
28035 - 28090,28035,28090,1
28035 - 28091,28035,28091,2
28035 - 28092,28035,28092,1
28035 - 28100,28035,28100,2
28035 - 28102,28035,28102,14
28035 - 28104,28035,28104,2
28035 - 28106,28035,28106,1
28035 - 28110,28035,28110,7
28035 - 28113,28035,28113,6
28035 - 28115,28035,28115,2
28035 - 28116,28035,28116,1
28035 - 28123,28035,28123,15
28035 - 28127,28035,28127,1
28035 - 28128,28035,28128,1
28035 - 28130,28035,28130,5
28035 - 28134,28035,28134,2
28035 - 28146,28035,28146,10
28035 - 28148,28035,28148,9
28035 - 28154,28035,28154,2
28035 - 28155,28035,28155,1
28035 - 28165,28035,28165,4
28035 - 28167,28035,28167,2
28035 - 28172,28035,28172,1
28035 - 28180,28035,28180,8
28035 - 28903,28035,28903,1
28036 - 28004,28036,28004,1
28036 - 28005,28036,28005,5
28036 - 28006,28036,28006,12
28036 - 28007,28036,28007,23
28036 - 28009,28036,28009,1
28036 - 28013,28036,28013,8
28036 - 28014,28036,28014,1
28036 - 28015,28036,28015,11
28036 - 28022,28036,28022,6
28036 - 28036,28036,28036,143
28036 - 28038,28036,28038,1
28036 - 28040,28036,28040,12
28036 - 28047,28036,28047,2
28036 - 28049,28036,28049,9
28036 - 28050,28036,28050,12
28036 - 28058,28036,28058,89
28036 - 28061,28036,28061,3
28036 - 28065,28036,28065,71
28036 - 28066,28036,28066,32
28036 - 28073,28036,28073,22
28036 - 28074,28036,28074,53
28036 - 28079,28036,28079,6
28036 - 28079-01,28036,28079-01,37
28036 - 28079-02,28036,28079-02,14
28036 - 28079-03,28036,28079-03,26
28036 - 28079-04,28036,28079-04,34
28036 - 28079-05,28036,28079-05,41
28036 - 28079-06,28036,28079-06,21
28036 - 28079-07,28036,28079-07,22
28036 - 28079-08,28036,28079-08,27
28036 - 28079-09,28036,28079-09,13
28036 - 28079-10,28036,28079-10,9
28036 - 28079-11,28036,28079-11,15
28036 - 28079-12,28036,28079-12,19
28036 - 28079-13,28036,28079-13,8
28036 - 28079-14,28036,28079-14,2
28036 - 28079-15,28036,28079-15,9
28036 - 28079-16,28036,28079-16,18
28036 - 28079-17,28036,28079-17,15
28036 - 28079-18,28036,28079-18,25
28036 - 28079-19,28036,28079-19,5
28036 - 28079-20,28036,28079-20,36
28036 - 28079-21,28036,28079-21,8
28036 - 28080,28036,28080,3
28036 - 28089,28036,28089,5
28036 - 28092,28036,28092,17
28036 - 28096,28036,28096,6
28036 - 28104,28036,28104,3
28036 - 28106,28036,28106,59
28036 - 28113,28036,28113,24
28036 - 28115,28036,28115,20
28036 - 28123,28036,28123,5
28036 - 28127,28036,28127,10
28036 - 28130,28036,28130,6
28036 - 28132,28036,28132,2
28036 - 28134,28036,28134,10
28036 - 28140,28036,28140,4
28036 - 28141,28036,28141,1
28036 - 28148,28036,28148,3
28036 - 28149,28036,28149,22
28036 - 28150,28036,28150,4
28036 - 28160,28036,28160,1
28036 - 28161,28036,28161,19
28036 - 28165,28036,28165,1
28036 - 28167,28036,28167,1
28036 - 28174,28036,28174,1
28036 - 28176,28036,28176,2
28036 - 28181,28036,28181,4
28036 - 28903,28036,28903,5
28037 - 28006,28037,28006,1
28037 - 28007,28037,28007,9
28037 - 28014,28037,28014,1
28037 - 28015,28037,28015,2
28037 - 28022,28037,28022,7
28037 - 28031,28037,28031,12
28037 - 28037,28037,28037,113
28037 - 28040,28037,28040,1
28037 - 28047,28037,28047,7
28037 - 28058,28037,28058,3
28037 - 28065,28037,28065,5
28037 - 28073,28037,28073,2
28037 - 28074,28037,28074,8
28037 - 28075,28037,28075,1
28037 - 28079,28037,28079,4
28037 - 28079-01,28037,28079-01,10
28037 - 28079-02,28037,28079-02,3
28037 - 28079-03,28037,28079-03,5
28037 - 28079-04,28037,28079-04,8
28037 - 28079-05,28037,28079-05,18
28037 - 28079-06,28037,28079-06,9
28037 - 28079-07,28037,28079-07,10
28037 - 28079-08,28037,28079-08,8
28037 - 28079-09,28037,28079-09,30
28037 - 28079-10,28037,28079-10,2
28037 - 28079-11,28037,28079-11,5
28037 - 28079-12,28037,28079-12,1
28037 - 28079-13,28037,28079-13,3
28037 - 28079-14,28037,28079-14,1
28037 - 28079-15,28037,28079-15,2
28037 - 28079-16,28037,28079-16,9
28037 - 28079-17,28037,28079-17,13
28037 - 28079-18,28037,28079-18,4
28037 - 28079-19,28037,28079-19,2
28037 - 28079-20,28037,28079-20,8
28037 - 28079-21,28037,28079-21,13
28037 - 28080,28037,28080,2
28037 - 28084,28037,28084,1
28037 - 28092,28037,28092,4
28037 - 28096,28037,28096,3
28037 - 28109,28037,28109,2
28037 - 28113,28037,28113,3
28037 - 28115,28037,28115,5
28037 - 28123,28037,28123,1
28037 - 28127,28037,28127,2
28037 - 28128,28037,28128,8
28037 - 28131,28037,28131,6
28037 - 28133,28037,28133,14
28037 - 28141,28037,28141,1
28037 - 28148,28037,28148,6
28037 - 28151,28037,28151,1
28037 - 28161,28037,28161,3
28037 - 28167,28037,28167,1
28037 - 28171,28037,28171,12
28037 - 28177,28037,28177,2
28037 - 28181,28037,28181,1
28038 - 28005,28038,28005,2
28038 - 28006,28038,28006,55
28038 - 28007,28038,28007,7
28038 - 28009,28038,28009,2
28038 - 28010,28038,28010,20
28038 - 28013,28038,28013,4
28038 - 28014,28038,28014,2
28038 - 28015,28038,28015,3
28038 - 28018,28038,28018,8
28038 - 28021,28038,28021,1
28038 - 28022,28038,28022,14
28038 - 28023,28038,28023,5
28038 - 28032,28038,28032,1
28038 - 28038,28038,28038,642
28038 - 28040,28038,28040,3
28038 - 28044,28038,28044,6
28038 - 28045,28038,28045,10
28038 - 28046,28038,28046,33
28038 - 28047,28038,28047,122
28038 - 28049,28038,28049,7
28038 - 28054,28038,28054,16
28038 - 28058,28038,28058,5
28038 - 28059,28038,28059,1
28038 - 28061,28038,28061,15
28038 - 28063,28038,28063,1
28038 - 28065,28038,28065,2
28038 - 28068,28038,28068,66
28038 - 28072,28038,28072,12
28038 - 28073,28038,28073,1
28038 - 28074,28038,28074,7
28038 - 28075,28038,28075,1
28038 - 28079,28038,28079,28
28038 - 28079-01,28038,28079-01,70
28038 - 28079-02,28038,28079-02,30
28038 - 28079-03,28038,28079-03,29
28038 - 28079-04,28038,28079-04,55
28038 - 28079-05,28038,28079-05,113
28038 - 28079-06,28038,28079-06,52
28038 - 28079-07,28038,28079-07,58
28038 - 28079-08,28038,28079-08,44
28038 - 28079-09,28038,28079-09,47
28038 - 28079-10,28038,28079-10,22
28038 - 28079-11,28038,28079-11,8
28038 - 28079-12,28038,28079-12,9
28038 - 28079-13,28038,28079-13,13
28038 - 28079-14,28038,28079-14,9
28038 - 28079-15,28038,28079-15,27
28038 - 28079-16,28038,28079-16,42
28038 - 28079-17,28038,28079-17,32
28038 - 28079-18,28038,28079-18,15
28038 - 28079-19,28038,28079-19,9
28038 - 28079-20,28038,28079-20,29
28038 - 28079-21,28038,28079-21,20
28038 - 28080,28038,28080,22
28038 - 28082,28038,28082,4
28038 - 28085,28038,28085,1
28038 - 28087,28038,28087,22
28038 - 28090,28038,28090,13
28038 - 28092,28038,28092,7
28038 - 28093,28038,28093,28
28038 - 28106,28038,28106,1
28038 - 28107,28038,28107,1
28038 - 28113,28038,28113,1
28038 - 28115,28038,28115,49
28038 - 28120,28038,28120,5
28038 - 28123,28038,28123,3
28038 - 28127,28038,28127,76
28038 - 28129,28038,28129,3
28038 - 28130,28038,28130,2
28038 - 28131,28038,28131,32
28038 - 28132,28038,28132,1
28038 - 28134,28038,28134,13
28038 - 28135,28038,28135,1
28038 - 28144,28038,28144,4
28038 - 28148,28038,28148,7
28038 - 28149,28038,28149,1
28038 - 28151,28038,28151,2
28038 - 28152,28038,28152,22
28038 - 28160,28038,28160,3
28038 - 28164,28038,28164,1
28038 - 28176,28038,28176,7
28038 - 28177,28038,28177,3
28038 - 28181,28038,28181,3
28038 - 28183,28038,28183,1
28038 - 28903,28038,28903,21
28039 - 28005,28039,28005,1
28039 - 28006,28039,28006,5
28039 - 28014,28039,28014,1
28039 - 28020,28039,28020,3
28039 - 28021,28039,28021,2
28039 - 28027,28039,28027,1
28039 - 28030,28039,28030,1
28039 - 28039,28039,28039,7
28039 - 28040,28039,28040,1
28039 - 28064,28039,28064,1
28039 - 28079,28039,28079,1
28039 - 28079-02,28039,28079-02,2
28039 - 28079-03,28039,28079-03,1
28039 - 28079-04,28039,28079-04,1
28039 - 28079-05,28039,28079-05,1
28039 - 28079-06,28039,28079-06,1
28039 - 28079-07,28039,28079-07,2
28039 - 28079-08,28039,28079-08,1
28039 - 28079-09,28039,28079-09,2
28039 - 28079-14,28039,28079-14,1
28039 - 28114,28039,28114,1
28039 - 28129,28039,28129,1
28039 - 28130,28039,28130,1
28039 - 28134,28039,28134,2
28039 - 28143,28039,28143,1
28040 - 28002,28040,28002,3
28040 - 28005,28040,28005,35
28040 - 28006,28040,28006,63
28040 - 28007,28040,28007,90
28040 - 28009,28040,28009,5
28040 - 28013,28040,28013,283
28040 - 28014,28040,28014,46
28040 - 28015,28040,28015,12
28040 - 28019,28040,28019,3
28040 - 28022,28040,28022,13
28040 - 28024,28040,28024,1
28040 - 28026,28040,28026,2
28040 - 28032,28040,28032,4
28040 - 28033,28040,28033,2
28040 - 28036,28040,28036,1
28040 - 28037,28040,28037,1
28040 - 28040,28040,28040,1936
28040 - 28043,28040,28043,8
28040 - 28044,28040,28044,2
28040 - 28045,28040,28045,7
28040 - 28047,28040,28047,4
28040 - 28049,28040,28049,30
28040 - 28050,28040,28050,4
28040 - 28052,28040,28052,10
28040 - 28053,28040,28053,2
28040 - 28055,28040,28055,1
28040 - 28058,28040,28058,115
28040 - 28059,28040,28059,2
28040 - 28061,28040,28061,2
28040 - 28065,28040,28065,367
28040 - 28066,28040,28066,21
28040 - 28072,28040,28072,1
28040 - 28073,28040,28073,36
28040 - 28074,28040,28074,129
28040 - 28075,28040,28075,4
28040 - 28079,28040,28079,74
28040 - 28079-01,28040,28079-01,212
28040 - 28079-02,28040,28079-02,148
28040 - 28079-03,28040,28079-03,190
28040 - 28079-04,28040,28079-04,225
28040 - 28079-05,28040,28079-05,247
28040 - 28079-06,28040,28079-06,182
28040 - 28079-07,28040,28079-07,175
28040 - 28079-08,28040,28079-08,156
28040 - 28079-09,28040,28079-09,185
28040 - 28079-10,28040,28079-10,54
28040 - 28079-11,28040,28079-11,80
28040 - 28079-12,28040,28079-12,97
28040 - 28079-13,28040,28079-13,73
28040 - 28079-14,28040,28079-14,26
28040 - 28079-15,28040,28079-15,79
28040 - 28079-16,28040,28079-16,161
28040 - 28079-17,28040,28079-17,121
28040 - 28079-18,28040,28079-18,95
28040 - 28079-19,28040,28079-19,15
28040 - 28079-20,28040,28079-20,209
28040 - 28079-21,28040,28079-21,78
28040 - 28080,28040,28080,26
28040 - 28083,28040,28083,4
28040 - 28084,28040,28084,7
28040 - 28089,28040,28089,4
28040 - 28090,28040,28090,1
28040 - 28091,28040,28091,7
28040 - 28092,28040,28092,43
28040 - 28096,28040,28096,7
28040 - 28100,28040,28100,1
28040 - 28102,28040,28102,2
28040 - 28104,28040,28104,6
28040 - 28106,28040,28106,61
28040 - 28110,28040,28110,4
28040 - 28113,28040,28113,194
28040 - 28115,28040,28115,88
28040 - 28121,28040,28121,3
28040 - 28123,28040,28123,45
28040 - 28127,28040,28127,43
28040 - 28130,28040,28130,90
28040 - 28131,28040,28131,1
28040 - 28132,28040,28132,121
28040 - 28134,28040,28134,39
28040 - 28140,28040,28140,4
28040 - 28141,28040,28141,1
28040 - 28146,28040,28146,1
28040 - 28147,28040,28147,15
28040 - 28148,28040,28148,38
28040 - 28149,28040,28149,13
28040 - 28150,28040,28150,9
28040 - 28151,28040,28151,1
28040 - 28152,28040,28152,5
28040 - 28154,28040,28154,2
28040 - 28157,28040,28157,1
28040 - 28161,28040,28161,537
28040 - 28162,28040,28162,1
28040 - 28164,28040,28164,1
28040 - 28165,28040,28165,3
28040 - 28167,28040,28167,10
28040 - 28170,28040,28170,8
28040 - 28172,28040,28172,3
28040 - 28176,28040,28176,1
28040 - 28177,28040,28177,2
28040 - 28180,28040,28180,3
28040 - 28181,28040,28181,10
28040 - 28903,28040,28903,27
28041 - 28002,28041,28002,50
28041 - 28005,28041,28005,84
28041 - 28006,28041,28006,289
28041 - 28007,28041,28007,8
28041 - 28009,28041,28009,90
28041 - 28013,28041,28013,2
28041 - 28014,28041,28014,5
28041 - 28015,28041,28015,2
28041 - 28018,28041,28018,1
28041 - 28022,28041,28022,8
28041 - 28032,28041,28032,5
28041 - 28033,28041,28033,2
28041 - 28040,28041,28040,4
28041 - 28041,28041,28041,339
28041 - 28042,28041,28042,3
28041 - 28044,28041,28044,2
28041 - 28045,28041,28045,11
28041 - 28047,28041,28047,1
28041 - 28049,28041,28049,36
28041 - 28053,28041,28053,35
28041 - 28057,28041,28057,2
28041 - 28058,28041,28058,8
28041 - 28059,28041,28059,10
28041 - 28061,28041,28061,1
28041 - 28065,28041,28065,16
28041 - 28067,28041,28067,1
28041 - 28074,28041,28074,6
28041 - 28075,28041,28075,4
28041 - 28079,28041,28079,12
28041 - 28079-01,28041,28079-01,77
28041 - 28079-02,28041,28079-02,33
28041 - 28079-03,28041,28079-03,24
28041 - 28079-04,28041,28079-04,82
28041 - 28079-05,28041,28079-05,86
28041 - 28079-06,28041,28079-06,66
28041 - 28079-07,28041,28079-07,57
28041 - 28079-08,28041,28079-08,88
28041 - 28079-09,28041,28079-09,38
28041 - 28079-10,28041,28079-10,9
28041 - 28079-11,28041,28079-11,12
28041 - 28079-12,28041,28079-12,9
28041 - 28079-13,28041,28079-13,14
28041 - 28079-14,28041,28079-14,2
28041 - 28079-15,28041,28079-15,119
28041 - 28079-16,28041,28079-16,103
28041 - 28079-17,28041,28079-17,28
28041 - 28079-18,28041,28079-18,22
28041 - 28079-19,28041,28079-19,4
28041 - 28079-20,28041,28079-20,107
28041 - 28079-21,28041,28079-21,108
28041 - 28080,28041,28080,8
28041 - 28082,28041,28082,1
28041 - 28083,28041,28083,3
28041 - 28084,28041,28084,2
28041 - 28090,28041,28090,1
28041 - 28092,28041,28092,1
28041 - 28104,28041,28104,36
28041 - 28106,28041,28106,2
28041 - 28108,28041,28108,1
28041 - 28113,28041,28113,2
28041 - 28115,28041,28115,30
28041 - 28117,28041,28117,1
28041 - 28123,28041,28123,10
28041 - 28127,28041,28127,28
28041 - 28128,28041,28128,1
28041 - 28129,28041,28129,10
28041 - 28130,28041,28130,20
28041 - 28132,28041,28132,2
28041 - 28134,28041,28134,224
28041 - 28145,28041,28145,5
28041 - 28148,28041,28148,48
28041 - 28151,28041,28151,2
28041 - 28154,28041,28154,2
28041 - 28161,28041,28161,2
28041 - 28162,28041,28162,16
28041 - 28163,28041,28163,1
28041 - 28164,28041,28164,2
28041 - 28167,28041,28167,1
28041 - 28168,28041,28168,1
28041 - 28172,28041,28172,1
28041 - 28177,28041,28177,2
28041 - 28181,28041,28181,6
28041 - 28903,28041,28903,35
28042 - 28005,28042,28005,2
28042 - 28006,28042,28006,11
28042 - 28007,28042,28007,11
28042 - 28008,28042,28008,1
28042 - 28015,28042,28015,1
28042 - 28022,28042,28022,7
28042 - 28024,28042,28024,1
28042 - 28026,28042,28026,2
28042 - 28031,28042,28031,1
28042 - 28037,28042,28037,1
28042 - 28040,28042,28040,1
28042 - 28042,28042,28042,71
28042 - 28044,28042,28044,3
28042 - 28047,28042,28047,5
28042 - 28049,28042,28049,2
28042 - 28051,28042,28051,6
28042 - 28053,28042,28053,1
28042 - 28054,28042,28054,1
28042 - 28056,28042,28056,1
28042 - 28058,28042,28058,5
28042 - 28061,28042,28061,2
28042 - 28065,28042,28065,10
28042 - 28068,28042,28068,2
28042 - 28073,28042,28073,2
28042 - 28074,28042,28074,6
28042 - 28075,28042,28075,1
28042 - 28079,28042,28079,8
28042 - 28079-01,28042,28079-01,12
28042 - 28079-02,28042,28079-02,10
28042 - 28079-03,28042,28079-03,7
28042 - 28079-04,28042,28079-04,10
28042 - 28079-05,28042,28079-05,21
28042 - 28079-06,28042,28079-06,11
28042 - 28079-07,28042,28079-07,12
28042 - 28079-08,28042,28079-08,15
28042 - 28079-09,28042,28079-09,18
28042 - 28079-10,28042,28079-10,2
28042 - 28079-11,28042,28079-11,4
28042 - 28079-12,28042,28079-12,3
28042 - 28079-13,28042,28079-13,3
28042 - 28079-14,28042,28079-14,1
